date,Confirmed,Death,Tested,Vaccination
2022-12-01,2959008.0,10124.0,0.0,24751269.0
2022-12-02,3404422.0,10591.0,0.0,25318320.0
2022-12-03,1207922.0,2464.0,0.0,28112032.0
2022-12-04,1029742.0,2560.0,0.0,28725078.0
2022-12-05,2172078.0,5859.0,0.0,12460237.0
2022-12-06,2712213.0,7526.0,0.0,13834390.0
2022-12-07,2682207.0,9086.0,0.0,14687883.0
2022-12-08,3390643.0,12595.0,0.0,14886870.0
2022-12-09,3037969.0,10036.0,0.0,17438335.0
2022-12-10,1106914.0,2460.0,0.0,15794517.0
2022-12-11,1203195.0,2654.0,0.0,11918490.0
2022-12-12,2460604.0,7148.0,0.0,15990909.0
2022-12-13,3332041.0,8397.0,0.0,17525459.0
2022-12-14,2921083.0,10310.0,0.0,17296840.0
2022-12-15,3147703.0,11988.0,0.0,16289189.0
2022-12-16,3232811.0,12084.0,0.0,23547329.0
2022-12-17,1211313.0,3271.0,0.0,13715552.0
2022-12-18,1140157.0,3156.0,0.0,17840071.0
2022-12-19,2488865.0,7771.0,0.0,12113134.0
2022-12-20,3034204.0,9508.0,0.0,20859416.0
2022-12-21,3010757.0,10740.0,0.0,22978033.0
2022-12-22,3171052.0,11452.0,0.0,17166709.0
