time,ECG,acceleration_X,acceleration_Y,acceleration_Z,activity_volume,respiration_rate,energy_mifflin_keytel,heart_rate,minute_ventilation,tidal_volume
2023-01-01 00:00:00,-0.0141167834517347,-130.04258452560038,-208.56202582726195,-16.90049717417305,2.5876371972988426,21.99999986571856,543.1000238213658,104.01246461426324,1517.7594336278316,425.1707965519411
2023-01-01 00:00:01,-0.0396596106102835,-120.18534218897608,-215.75764920949723,-7.075931165992009,4.645749181807302,21.99999986571856,548.1654228922511,104.6456953642384,1456.377288279405,485.3417499453911
2023-01-01 00:00:02,-0.0809061833786424,-104.00959736767813,-226.76760448024388,20.94302228139937,5.0628255986251816,21.99999986571856,551.0988672601861,105.01251330416272,1415.7727651575794,519.3911437854957
2023-01-01 00:00:03,-0.0118778430466179,-96.55461469808516,-226.76961058822687,-9.097848088684954,8.15340133531106,21.99999986571856,556.2532766465866,105.65820866840112,1098.5019966911611,539.0128399410223
2023-01-01 00:00:04,0.0043901740398782,-80.17581384994284,-236.0839030858328,7.74020679185735,6.125900727108058,22.0125126929532,563.6200600894837,106.65820866840112,923.276078375918,550.1819162297949
2023-01-01 00:00:05,0.0026786380605206,-90.49622745138257,-230.23613174876115,-1.1602354886151998,4.012963784288992,22.65820972223145,571.1651059931405,107.6456953642384,1039.8065662418385,560.3325346767148
2023-01-01 00:00:06,-0.04667606559739,-104.99435840649048,-225.379009969126,10.183357730015116,4.583132392599754,23.6457159629614,573.9965326877526,108.0,1104.9817788634748,566.0113586719091
2023-01-01 00:00:07,-0.0211576900233037,-95.79729028165464,-228.6249261217297,-0.6132727738722308,1.8215822810472693,24.00012192754823,574.0972080232731,108.01251330416272,1104.9817788634748,566.0113586719091
2023-01-01 00:00:08,-0.117594076455147,-94.12508661874182,-229.95527663105645,3.503699034240991,2.5327525729555425,24.00012192754823,579.1661776082598,108.6456953642384,1104.284094549673,564.4328172782875
2023-01-01 00:00:09,-0.0449633260062324,-90.4589802826668,-231.10945742428945,1.4785428270503571,1.4672745306110089,23.987589430180662,582.1028771453753,109.01251330416272,1068.845329332023,484.6446319353427
2023-01-01 00:00:10,-0.0427450694591466,-88.26361689901134,-232.2638722634544,1.777223912352429,2.5327525729555425,23.34179142755338,587.2533266352465,109.65820866840112,1049.089600186211,439.2263269986893
2023-01-01 00:00:11,-0.036443559881139,-83.66615794109086,-233.486561644328,-0.8729871721285143,1.4672745306110089,22.354303545614165,594.5204414959769,110.6456953642384,1052.879152316685,399.32404297728255
2023-01-01 00:00:12,-0.0511083660502622,-91.23083595020704,-231.8108596456236,7.851517499351637,2.582872040408556,21.99999986571856,597.0031288283471,111.0,1055.0238276400555,377.0205329838355
2023-01-01 00:00:13,-0.0668419794976342,-94.7831546135106,-229.7756296611245,12.642419271440971,4.000531552751937,21.99999986571856,597.1027638520682,111.01251330416272,1056.083650784906,382.1351777522935
2023-01-01 00:00:14,-0.0639039630942502,-90.41583737961048,-231.14820874350627,5.956821887421073,4.000531552751937,21.99999986571856,602.1658271507024,111.6456953642384,1109.8894248578365,641.0924189056354
2023-01-01 00:00:15,-0.1215256743992902,-89.00391304743492,-231.8301851525325,-3.890602985568493,4.000531552751937,21.99999986571856,605.0013144171797,112.0,1140.022426014179,786.020096111839
2023-01-01 00:00:16,-0.0793150085792678,-87.30823048953079,-230.2758861219693,-15.734221051416352,4.000531552751937,21.99999986571856,605.0013144171797,112.0,1139.9817538344491,779.5223077763222
